LLAVE,MUNICIPIO,T15ymas,EstisiPEA,RECMPEA,EstisiOCU,RECMOCU,EstisiINF,RECMINF,PEA,NO_PEA,OCUPADOS,DESOCUPADOS,FORMALES,INFORMALES
07067,Pantepec,8156.97419569,0.57254162,0.01606125,0.56481091,0.01537462,0.49354205,0.01766277,4670.20722496,3486.76697073,4607.14803482,63.05919014,581.33823757,4025.80979725
07068,Pichucalco,22834.47029641,0.58387282,0.01442911,0.56792277,0.01419743,0.39565711,0.01021205,13332.42655842,9502.04373799,12968.21556620,364.21099222,3933.59506127,9034.62050492
07069,Pijijiapan,39519.98669055,0.55637550,0.01666013,0.54569057,0.01660277,0.41143209,0.01752200,21987.95254019,17532.03415037,21565.68401646,422.26852373,5305.89341286,16259.79060360
07070,El Porvenir,9351.06225250,0.54635489,0.01603773,0.54374921,0.01535456,0.50552141,0.01187390,5108.99863487,4242.06361763,5084.63270406,24.36593080,357.47051882,4727.16218525
07071,Villa Comaltitlán,21348.25637079,0.55514447,0.01560761,0.54744662,0.01490880,0.43218025,0.01169517,11851.36656404,9496.88980675,11687.03072921,164.33583482,2460.73586911,9226.29486010
07072,Pueblo Nuevo Solistahuacán,22832.32683648,0.55284198,0.01985863,0.55162242,0.02165672,0.49198314,0.01903848,12622.66880033,10209.65803615,12594.82338210,27.84541823,1361.70344913,11233.11993296
07073,Rayón,6800.66724148,0.57678325,0.01601063,0.56875569,0.01532356,0.48486668,0.01193507,3922.51094130,2878.15630018,3867.91817129,54.59277002,570.50120762,3297.41696366
07074,Reforma,32981.29213118,0.56615644,0.01780709,0.55184748,0.01834112,0.34661947,0.01424487,18672.57094470,14308.72118648,18200.64281026,471.92813443,6768.68492605,11431.95788421
07075,Las Rosas,19182.07002164,0.58606994,0.01764143,0.57760042,0.01727633,0.46413671,0.01235025,11242.03468672,7940.03533491,11079.57178974,162.46289698,2176.46898493,8903.10280481
07076,Sabanilla,18854.06160498,0.57919125,0.01612935,0.56993443,0.01544609,0.52791342,0.01219038,10920.10750701,7933.95409797,10745.57881578,174.52869123,792.26674046,9953.31207532
07077,Salto de Agua,43157.39487638,0.55970038,0.01757647,0.55211185,0.01717295,0.49011261,0.01347365,24155.21018069,19002.18469568,23827.70902989,327.50115080,2675.72548252,21151.98354737
07078,San Cristóbal de las Casas,147909.16397448,0.59745615,0.01521525,0.58808315,0.01545078,0.36812192,0.01394096,88369.23930562,59539.92466886,86982.88703579,1386.35226983,32534.28106693,54448.60596886
07079,San Fernando,26040.48567846,0.56889390,0.00904313,0.55578602,0.00424723,0.47170241,0.00997176,14814.27357477,11226.21210369,14472.93792204,341.33565274,2189.57797147,12283.35995057
07080,Siltepec,28033.87824088,0.56206893,0.01870490,0.55487012,0.01908389,0.51518757,0.01920515,15756.97187231,12276.90636856,15555.16133923,201.81053308,1112.45559597,14442.70574327
07081,Simojovel,30975.09466383,0.55707316,0.01955219,0.55608228,0.02057369,0.49181072,0.01833797,17255.39396370,13719.70070014,17224.70123389,30.69272981,1990.81763790,15233.88359599
07082,Sitalá,9235.43098653,0.56835855,0.01638933,0.56244491,0.01571127,0.53566639,0.01262871,5249.03616093,3986.39482559,5194.42112581,54.61503513,247.31115969,4947.10996612
07083,Socoltenango,13610.99870264,0.58550828,0.01764570,0.57590803,0.01732836,0.45768296,0.01284866,7969.35237665,5641.64632599,7838.68351561,130.66886104,1609.16137842,6229.52213720
07084,Solosuchiapa,6020.73106075,0.57566970,0.01572706,0.56527466,0.01503302,0.45304678,0.01334963,3465.95241505,2554.77864570,3403.36667723,62.58573782,675.69388215,2727.67279508
07085,Soyaló,7557.26829450,0.58106547,0.01585763,0.57017500,0.01516793,0.50511900,0.01191579,4391.26762871,3166.00066579,4308.96545627,82.30217244,491.64569029,3817.31976598
07086,Suchiapa,16879.86879116,0.56944989,0.01563666,0.55537689,0.01484103,0.42460978,0.01282515,9612.23935787,7267.62943328,9374.68897262,237.55038525,2207.33165133,7167.35732129
07087,Suchiate,26925.45885488,0.58004509,0.01549881,0.56818327,0.01479607,0.38758692,0.01153465,15617.98007982,11307.47877505,15298.59535895,319.38472087,4862.63976535,10435.95559361
07088,Sunuapa,1727.40559780,0.56010711,0.01644987,0.55155194,0.01580523,0.52569350,0.01270633,967.53216493,759.87343287,952.75390289,14.77826204,44.66801062,908.08589227
07089,Tapachula,262694.78454743,0.59096184,0.01152905,0.56964110,0.01228513,0.31721255,0.01556611,155242.59212592,107452.19242150,149641.74614639,5600.84597954,66311.66319033,83330.08295606
07090,Tapalapa,3100.05298693,0.55698742,0.01569668,0.55015900,0.01500026,0.46885102,0.01172321,1726.69051398,1373.36247294,1705.52204082,21.16847316,252.05902054,1453.46302028
07091,Tapilula,9987.39121858,0.57822019,0.01566711,0.56821206,0.01497099,0.44523142,0.01167868,5774.91123917,4212.47997941,5674.95609419,99.95514497,1228.25568500,4446.70040919
07092,Tecpatán,31913.81581612,0.57126280,0.01564840,0.56106919,0.01495234,0.46711881,0.01169935,18231.17592944,13682.63988668,17905.85887690,325.31705255,2998.31519994,14907.54367695
07093,Tenejapa,28379.87690886,0.56114474,0.01630702,0.55693879,0.01562787,0.51376692,0.01246307,15925.21862002,12454.65828884,15805.85424969,119.36437033,1225.21217337,14580.64207631
07094,Teopisca,28920.63950877,0.56555834,0.01694863,0.56270775,0.01681898,0.48853699,0.01256093,16356.30886651,12564.33064226,16273.86786308,82.44100343,2145.06577628,14128.80208681
07096,Tila,54368.10684091,0.52838825,0.01128176,0.52652004,0.01102369,0.46719817,0.01234273,28727.46861117,25640.63822974,28625.89802825,101.57058292,3225.21773789,25400.68029037
07097,Tonalá,67415.17199590,0.54078463,0.00906766,0.53721933,0.00888446,0.42857026,0.00386527,36457.08878079,30958.08321511,36216.73345973,240.35532106,7324.59535649,28892.13810324
07098,Totolapa,4944.15467958,0.56953793,0.01631584,0.55991025,0.01565849,0.54343440,0.01243762,2815.88362403,2128.27105556,2768.28290133,47.60072269,81.45918114,2686.82372020
07099,La Trinitaria,60512.28166910,0.57373573,0.01675807,0.56540255,0.01640402,0.46125273,0.01157289,34718.05825466,25794.22341443,34213.79811111,504.26014355,6302.34304227,27911.45506884
07100,Tumbalá,23792.73728454,0.56025436,0.01582942,0.55335466,0.01513765,0.49055131,0.01192546,13329.98488204,10462.75240250,13165.82212562,164.16275643,1494.26369009,11671.55843553
07101,Tuxtla Gutiérrez,458312.16597479,0.59675051,0.00709292,0.57146126,0.00721866,0.29371690,0.00765605,273498.01784691,184814.14812788,261907.64955763,11590.36828927,127293.61981020,134614.02974743
07102,Tuxtla Chico,30225.85853116,0.55598691,0.01465418,0.54540386,0.01539118,0.40686647,0.01838570,16805.18172949,13420.67680167,16485.30000620,319.88172329,4187.41151003,12297.88849617
07103,Tuzantán,22527.53403278,0.55667932,0.01569919,0.54864962,0.01500642,0.42569108,0.01206371,12540.61240881,9986.92162397,12359.72294117,180.88946764,2769.95260345,9589.77033772
07104,Tzimol,11215.15964861,0.56557026,0.01573135,0.55530587,0.01504466,0.48643558,0.01177079,6342.96071540,4872.19893322,6227.84403892,115.11667647,772.39139958,5455.45263934
07105,Unión Juárez,10916.27864253,0.54906897,0.01560937,0.54154221,0.01491077,0.40079091,0.01182822,5993.78984650,4922.48879602,5911.62568108,82.16416543,1536.48046043,4375.14522065
07106,Venustiano Carranza,47584.75441843,0.50954940,0.00934268,0.45832459,0.00236072,0.41118652,0.00825577,24246.78282572,23337.97159271,21809.26286337,2437.51996235,2243.05341016,19566.20945321
07107,Villa Corzo,59243.02856276,0.55074295,0.01750155,0.53914382,0.01714957,0.47436644,0.01268380,32627.68039194,26615.34817082,31940.51285708,687.16753486,3837.60832536,28102.90453172
07108,Villaflores,77664.29924774,0.56677771,0.01618149,0.55393022,0.01578456,0.43945313,0.00916899,44018.39366386,33645.90558388,43020.60222516,997.79143870,8890.78284990,34129.81937526
07109,Yajalón,26090.83403777,0.56245313,0.01889987,0.55267227,0.01988908,0.47005941,0.01597101,14674.87131979,11415.96271798,14419.68053424,255.19078555,2155.43842624,12264.24210800
07110,San Lucas,5135.42797006,0.55310051,0.01636095,0.54792455,0.01569326,0.53352244,0.01276118,2840.40782101,2295.02014905,2813.82706045,26.58076056,73.96101940,2739.86604105
07111,Zinacantán,27644.03108946,0.52264663,0.01644973,0.52594485,0.01636421,0.52847373,0.01099554,14448.05958693,13195.97150253,14448.05958693,0.00000000,0.00000000,14448.05958693
07112,San Juan Cancuc,20505.44896496,0.54185591,0.01647898,0.54151428,0.01580493,0.55939939,0.01264716,11110.99876615,9394.45019881,11103.99340298,7.00536317,0.00000000,11103.99340298
07113,Aldama,3277.45115795,0.52591765,0.01706772,0.53027986,0.01641007,0.59397544,0.01318257,1723.66940466,1553.78175329,1723.66940466,0.00000000,0.00000000,1723.66940466
07114,Benemérito de las Américas,13081.22762122,0.58000832,0.01601319,0.57122985,0.01532495,0.47853870,0.01206850,7587.22081332,5494.00680790,7472.38763541,114.83317791,1212.51400166,6259.87363375
07115,Maravilla Tenejapa,8269.33439035,0.56244459,0.01127217,0.57089320,0.01347575,0.48511479,0.01324645,4651.04235260,3618.29203775,4651.04235260,0.00000000,639.46593468,4011.57641792
07116,Marqués de Comillas,7491.43374514,0.57037204,0.01636192,0.56280843,0.01568937,0.54554751,0.01261292,4272.90435113,3218.52939401,4216.24207152,56.66227961,129.30904008,4086.93303144
07117,Montecristo de Guerrero,5080.82942509,0.55794587,0.01619289,0.55220891,0.01551485,0.55956310,0.01235950,2834.82778631,2246.00163878,2805.67929835,29.14848796,0.00000000,2805.67929835
07118,San Andrés Duraznal,3624.76739722,0.50273232,0.01791301,0.50901914,0.01728983,0.58988627,0.01671055,1822.28771257,1802.47968465,1822.28771257,0.00000000,0.00000000,1822.28771257
07119,Santiago el Pinar,2429.18828675,0.57837501,0.01677029,0.57116502,0.01610271,0.55703464,0.01333684,1404.98179234,1024.20649441,1387.46738377,17.51440857,34.32535412,1353.14202965
08001,Ahumada,8665.93596795,0.60091391,0.01602976,0.58757260,0.01547248,0.32035473,0.01609405,5207.48148806,3458.45447990,5091.86650542,115.61498264,2315.69290370,2776.17360172
08002,Aldama,18611.78004191,0.57410559,0.01640563,0.55917463,0.01559532,0.35979944,0.01948449,10685.12686921,7926.65317270,10407.23519103,277.89167818,3710.72721021,6696.50798082
08003,Allende,6985.78482778,0.52995291,0.01590043,0.52297066,0.01520457,0.34188961,0.01231052,3702.13699411,3283.64783367,3653.36049309,48.77650102,1264.99322595,2388.36726714
08004,Aquiles Serdán,11014.18165765,0.67779701,0.01774259,0.64550245,0.01712052,0.28315339,0.01980315,7465.37940506,3548.80225259,7109.68121263,355.69819242,3990.97833795,3118.70287468
08005,Ascensión,18683.31180556,0.58640246,0.01560771,0.57380612,0.01491637,0.34589368,0.01145815,10955.94005926,7727.37174629,10720.59872030,235.34133897,4258.15928364,6462.43943666
08006,Bachíniva,4974.60943826,0.52513331,0.01598405,0.51893540,0.01528840,0.38732297,0.01250953,2612.33314079,2362.27629748,2581.50093434,30.83220645,654.72045417,1926.78048017
08007,Balleza,13696.51823715,0.54175083,0.01520484,0.53483057,0.01445586,0.40119461,0.01662938,7420.10006304,6276.41817411,7325.31658889,94.78347416,1830.34729906,5494.96928983
08008,Batopilas de Manuel Gómez Morín,10809.41798249,0.55181032,0.01587920,0.54737719,0.01518926,0.45425051,0.01189999,5964.74837175,4844.66961074,5916.82887341,47.91949834,1006.64526666,4910.18360675
08009,Bocoyna,22116.66541523,0.59220242,0.01251107,0.57390176,0.01206643,0.47396171,0.00990993,13097.54284452,9019.12257071,12692.79324720,404.74959732,2210.34079567,10482.45245153
08010,Buenaventura,17949.94306756,0.56882171,0.01557962,0.55828833,0.01488526,0.36208268,0.01155782,10210.31738484,7739.62568272,10021.24368153,189.07370331,3521.88023741,6499.36344412
08011,Camargo,39545.73833883,0.58006176,0.01787858,0.56003586,0.01833442,0.30957552,0.00987070,22938.97038548,16606.76795334,22147.03151006,791.93887542,9904.63881127,12242.39269879
08012,Carichí,6856.80981810,0.52708805,0.01577805,0.52438975,0.01508220,0.43106154,0.01172239,3614.14253102,3242.66728708,3595.64081889,18.50171213,639.93382790,2955.70699099
08013,Casas Grandes,9414.83907689,0.55270634,0.01557006,0.54367863,0.01486780,0.33489107,0.01163538,5203.64128318,4211.19779371,5118.64685636,84.99442682,1965.70129088,3152.94556548
08014,Coronado,1972.66560052,0.51274972,0.01606670,0.51012559,0.01538122,0.44068668,0.01253655,1011.48373275,961.18186777,1006.30719940,5.17653335,136.97974947,869.32744993
08015,Coyame del Sotol,1463.87042539,0.54959218,0.01587114,0.53998689,0.01519588,0.44809122,0.01247813,804.53173116,659.33869423,790.47083259,14.06089857,134.52335324,655.94747935
08016,La Cruz,3384.49855649,0.54586218,0.01559671,0.53842187,0.01489589,0.38784057,0.01183609,1847.46975388,1537.02880261,1822.28802558,25.18172830,509.64216781,1312.64585777
08017,Cuauhtémoc,130192.63216521,0.58906107,0.01533858,0.57125658,0.01446021,0.28290518,0.01618598,76691.41163191,53501.22053330,74373.39756883,2318.01406308,37541.22738747,36832.17018136
08018,Cusihuiriachi,4593.41222137,0.55521567,0.01560171,0.54540889,0.01490079,0.31091546,0.01183045,2550.33445287,2043.07776850,2505.28785289,45.04659998,1077.12495806,1428.16289482
08019,Chihuahua,697789.12927580,0.61430456,0.00717794,0.58860331,0.00734568,0.19935005,0.00638760,428655.04689028,269134.08238552,410720.99452815,17934.05236213,271616.69995759,139104.29457056
08020,Chínipas,6880.27698956,0.60494583,0.01592253,0.59112950,0.01524238,0.37692146,0.01157335,4162.19487163,2718.08211793,4067.13469619,95.06017545,1473.81061476,2593.32408142
08021,Delicias,115520.29889467,0.59636901,0.01886018,0.57527214,0.01884984,0.22051509,0.02049224,68892.72670500,46627.57218968,66455.60987243,2437.11683257,40981.64104392,25473.96882850
08022,Dr. Belisario Domínguez,2529.00223206,0.36467038,0.02018863,0.39053466,0.01957118,0.45227593,0.01503619,922.25220963,1606.75002243,922.25220963,0.00000000,0.00000000,922.25220963
08023,Galeana,5339.37200634,0.55077181,0.01597011,0.54694980,0.01529569,0.39729675,0.01169379,2940.77558246,2398.59642388,2920.36843873,20.40714373,799.05327974,2121.31515899
08024,Santa Isabel,3275.83457124,0.53966952,0.01574915,0.53142918,0.01505273,0.46197407,0.01249999,1767.86807124,1507.96650000,1740.87406534,26.99400590,227.52342018,1513.35064515
08025,Gómez Farías,7316.84686638,0.53426447,0.01589437,0.52773329,0.01520094,0.38774520,0.01220294,3909.13130933,3407.71555705,3861.34370024,47.78760909,1024.27147471,2837.07222553
08026,Gran Morelos,2711.63776110,0.46418574,0.01715695,0.46994924,0.01648422,0.37231054,0.01331593,1258.70357064,1452.93419046,1258.70357064,0.00000000,249.13226312,1009.57130752
08027,Guachochi,38439.63323712,0.55777862,0.01562470,0.55063398,0.01492924,0.44852612,0.01163624,21440.80541257,16998.82782455,21166.16823266,274.63717991,3924.98885562,17241.17937704
08028,Guadalupe,4158.37459973,0.56165756,0.01553313,0.55004103,0.01483108,0.34048177,0.01172698,2335.58252509,1822.79207463,2287.27664834,48.30587675,871.42589386,1415.85075448
08029,Guadalupe y Calvo,39926.63928516,0.58068706,0.01586941,0.57148900,0.01518259,0.46195551,0.01179712,23184.88296934,16741.75631581,22817.63521823,367.24775111,4373.30412554,18444.33109269
08030,Guazapares,7016.78655128,0.54909665,0.01800513,0.54094963,0.01788919,0.47036649,0.01407475,3852.89399814,3163.89255314,3795.72811760,57.16588054,495.26684333,3300.46127426
08031,Guerrero,32612.04773095,0.56334525,0.01522096,0.55065334,0.01334736,0.35568671,0.01442600,18371.84213773,14240.20559321,17957.93292842,413.90920931,6358.26102049,11599.67190793
08032,Hidalgo del Parral,87697.36716694,0.58336211,0.01697694,0.56427036,0.01733189,0.27160052,0.01693178,51159.32086630,36538.04630064,49485.02478484,1674.29608146,25666.37418166,23818.65060318
08033,Huejotitán,846.31532902,0.45745586,0.01698787,0.46523914,0.01631052,0.46487018,0.01341359,387.15190781,459.16342121,387.15190781,0.00000000,0.00000000,387.15190781
08034,Ignacio Zaragoza,5729.84058068,0.54791574,0.01568874,0.53851970,0.01498770,0.38414604,0.01221352,3139.46986754,2590.37071315,3085.63201832,53.83784922,884.53642591,2201.09559241
08035,Janos,9639.29841512,0.58545012,0.01433638,0.51229627,0.00042105,0.25616381,0.00021057,5643.32841958,3995.96999554,4938.17664223,705.15177735,2468.93727431,2469.23936792
08036,Jiménez,32667.88152932,0.57545135,0.01797660,0.55787650,0.01842672,0.31501082,0.01757500,18798.77660668,13869.10492264,18224.64344712,574.13315956,7933.90716465,10290.73628246
08037,Juárez,1047573.34770237,0.64420039,0.00933161,0.61995876,0.00946413,0.21381564,0.00784979,674847.15635014,372726.19135223,649452.26857363,25394.88777651,425464.70548746,223987.56308617
08038,Julimes,4166.85639302,0.54142024,0.01566574,0.53487370,0.01496700,0.36681928,0.01191266,2256.02040258,1910.83599044,2228.74190978,27.27849280,700.25866060,1528.48324918
08039,López,3276.48429533,0.52702908,0.01579939,0.52269311,0.01510180,0.42380300,0.01231919,1726.80252004,1549.68177529,1712.59576919,14.20675085,324.01191164,1388.58385755
08040,Madera,22467.17552513,0.57799971,0.01709270,0.56554497,0.01732123,0.36051158,0.01073322,12986.02084120,9481.15468393,12706.19821337,279.82262783,4606.52126290,8099.67695047
08041,Maguarichi,1380.30592918,0.55830068,0.01583660,0.55081436,0.01514886,0.46494803,0.01206391,770.62573314,609.68019604,760.29232592,10.33340722,118.52180171,641.77052422
08042,Manuel Benavides,1293.18717637,0.54365579,0.01581050,0.53545669,0.01512692,0.45113180,0.01254060,703.04869450,590.13848187,692.44572061,10.60297390,109.04786754,583.39785307
08043,Matachí,2495.77277116,0.52817926,0.01609198,0.52182644,0.01540127,0.38985969,0.01292492,1318.21541887,1177.55735229,1302.36022101,15.85519786,329.35901686,973.00120415
08044,Matamoros,3638.32326089,0.53226449,0.01572990,0.52718731,0.01503109,0.40302502,0.01187449,1936.55025774,1701.77300315,1918.07785081,18.47240693,451.74253786,1466.33531294
08045,Meoqui,35622.66679723,0.57942833,0.01972361,0.56297983,0.01960167,0.25555809,0.02086705,20640.78227302,14981.88452421,20054.84298017,585.93929285,10951.18233453,9103.66064564
08046,Morelos,6825.84106255,0.58453045,0.01587290,0.57349591,0.01518151,0.44609156,0.01192560,3989.91197370,2835.92908885,3914.59194742,75.32002628,869.64186043,3044.95008699
08047,Moris,4116.42288801,0.55387076,0.01569178,0.54705352,0.01499590,0.46138418,0.01180089,2279.96627697,1836.45661104,2251.90362159,28.06265538,352.65121043,1899.25241115
